EVTDESC164599;The forces of revolution have turned against the $COUNTRY_ADJ$ Emperor. With dissent threatening to spread into chaos, leaders of the Huandi army have demanded the Emperor abdicate his throne. Cheering crowds in $CAPITAL$ greeted the news, but few are aware of the forces now lining up to take control of the government. Kuomintang revolutionaries have demanded a transformation of $COUNTRY$ into a republic with free elections. Army leaders, however, have threatened to oppose the Kuomintang and demanded the republic be under strict Huandi control.;;;;;;;;;;;;;
EVT164599OPTA;The Huandi Army will keep order in Penglai.;;;;;;;;;;;;;
EVT164599OPTB;The Kuomintang will lead the republic.;;;;;;;;;;;;;
EVTDESC164599_NEWS_MEDIUM;The forces of revolution have turned against the $COUNTRY_ADJ$ Emperor. With dissent threatening to spread into chaos, leaders of the Huandi army have demanded the Emperor abdicate his throne. Cheering crowds in $CAPITAL$ greeted the news.;;;;;;;;;;;;;
EVTDESC164599_NEWS_SHORT;The forces of revolution have turned against the $COUNTRY_ADJ$ Emperor. With dissent threatening to spread into chaos, leaders of the Huandi army have demanded the Emperor abdicate.;;;;;;;;;;;;;
EVTNAME1645092;Loss of the Mandate of Heaven;;;;;;;;;;;;;
EVTDESC1645092;Clearly, Sanyi and the Yellow Emperor has lost faith in the Penglai.;;;;;;;;;;;;;
EVT1645092OPTA;Oh no!;;;;;;;;;;;;;
EVTNAME164600;The Tongmenghui;;;;;;;;;;;;;
EVTDESC164600;Revolutionary societies are springing up all over Penglai, and recently we have received word that several of these societies have banded together as the Tongmenghui or 'Penglai United League' in Mamiyajima. Their stated goal is the revival of Xin Zhonghua, or the concept that Penglai should be a nation ruled by a republic that represents all of its various peoples. These revolutionaries wish to see $COUNTRY$ freed of foreigner influence, and do not seem satisfied to wait and see what reforms the $COUNTRY_ADJ$ monarchy will provide. What's more worrying is that some of the regional warlords appear to be assisting them.;;;;;;;;;;;;;
EVT164600OPTA;Try to work with these societies.;;;;;;;;;;;;;
EVT164600OPTB;Crush them. This will not be tolerated.;;;;;;;;;;;;;
EVTDESC164600_NEWS_LONG;Revolutionary societies are springing up all over $COUNTRY$, and now several of these societies have banded together as the Tongmenghui or 'Penglai United League'. Their stated goal is the revival of Xin Zhonghua, or the concept that Penglai should be a nation ruled by a republic that represents all of its various peoples. These revolutionaries wish to see $COUNTRY$ freed of foreigner influence, and do not seem satisfied to wait and see what reforms the $COUNTRY_ADJ$ monarchy will provide.;;;;;;;;;;;;;
EVTDESC164600_NEWS_MEDIUM;Several revolutionary societies in $COUNTRY$ have banded together as the Tongmenghui or 'Penglai United League'. Their stated goal is the revival of Xin Zhonghua, or the concept that Penglai should be a nation ruled by a republic that represents all of its various peoples.;;;;;;;;;;;;;
EVTDESC164600_NEWS_SHORT;Several revolutionary societies in $COUNTRY$ have banded together as the Tongmenghui or 'Penglai United League', dedicated to driving out foreign influence.;;;;;;;;;;;;;
EVTNAME1316080;Foreigners Peddling Moonshine!;;;;;;;;;;;;;
EVTDESC1316080;The foreign dogs are selling moonshine in the northern provinces!;;;;;;;;;;;;;
EVTNAME1316081;The Kowloon Incident;;;;;;;;;;;;;
EVTDESC1316081;A drunken riot by a large group of Vinlander sailors ashore at Kowloon has resulted in the death of a local man. By rights, the sailors should be tried and executed by the Penglai magistrate. The Vinlandic, however, have demanded extraterritoriality -- meaning their citizens would be tried by Vinlandic judges. This will inevitably lead to their release and the anger of our citizens, but demanding these men executions could lead to war.;;;;;;;;;;;;;
EVT1316081OPTA;Demand they be handed over!;;;;;;;;;;;;;
EVT1316081OPTB;We cannot fight the Vinlanders.;;;;;;;;;;;;;
EVT131709OPTA;This may be just the excuse we need...;;;;;;;;;;;;;
EVT131709OPTB;Leave the Penglai alone. ?R(Pay or owe 50,000?)?W;;;;;;;;;;;;;
EVTNAME131709;The Kowloon Incident;;;;;;;;;;;;;
EVTDESC131709;An incident that began with drunken sailors murdering a Dudong man has escalated into a larger crisis with the Penglai government. We have insisted that these sailors be tried by a $COUNTRY_ADJ$ judge -- the barbaric Penglai judicial system would result in these men getting anything but a fair trial. The Penglai have demanded the men be turned over, and what's more that they be given the right to punish $COUNTRY_ADJ$ citizens as needed. The confrontation has resulted in larger trade sanctions being applied against $COUNTRY_ADJ$ merchants, and threats of worse. Our prestige as an Empire to be reckoned with is being threatened. Backing down would mean losing prestige as well as money in reparations to merchants.;;;;;;;;;;;;;
EVTDESC131709_NEWS_LONG;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Dudong man has escalated into a larger crisis with the Penglai government. $COUNTRY$ has insisted the sailors be tried by a $COUNTRY_ADJ$ judge, claiming the barbaric Penglai judicial system would result in these men getting anything but a fair trial. The Penglai have demanded they be given the right to punish $COUNTRY_ADJ$ citizens as needed. The confrontation has resulted in larger trade sanctions being applied against $COUNTRY_ADJ$ merchants, and threats of worse.;;;;;;;;;;;;;
EVTDESC131709_NEWS_MEDIUM;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Dudong man has escalated into a larger crisis with the Penglai government. The confrontation has resulted in larger trade sanctions being applied against $COUNTRY_ADJ$ merchants, and threats of worse.;;;;;;;;;;;;;
EVTDESC131709_NEWS_SHORT;An incident that began with drunken $COUNTRY_ADJ$ sailors murdering a Dudong man has escalated into a larger crisis with the $FROMCOUNTRY_ADJ$ government.;;;;;;;;;;;;;
EVTNAME44305;Rebellions of $YEAR$;;;;;;;;;;;;;
EVTDESC44305;Perhaps inspired by the Hroud Revolution, colonists in both the Truland and former Hroud owned colonies have risen up in rebellion. They are frustrated by the lack of political reform, as well as the entrenched power held by the reactionary elites of the 'Clan Compact', and agitators are demanding responsible government if not outright independence. The colonial government has moved to arrest the perpetrators as traitors to the crown.;;;;;;;;;;;;;
EVT44305OPTA;These radicals must not be allowed to run rampant.;;;;;;;;;;;;;
EVTNAME44305_NEWS_TITLE;Vinlandic Rebellions of $YEAR$;;;;;;;;;;;;;
EVTDESC44305_NEWS_LONG;Perhaps inspired by the Hroud Revolution, colonists in both the Truland and former Hroud colonies have risen up in rebellion against the Vinlandic government. They are frustrated by the lack of political reform, as well as the entrenched power held by the reactionary elites of the 'Clan Compact', and agitators are demanding responsible government if not outright independence. The colonial government has moved to arrest the perpetrators as traitors to the crown.;;;;;;;;;;;;;
EVTDESC44305_NEWS_MEDIUM;Perhaps inspired by the Hroud Revolution, colonists in both the Truland and former Hroud colonies have risen up in rebellion against the Vinlandic government. The colonial government has moved to arrest the perpetrators as traitors to the crown.;;;;;;;;;;;;;
EVTDESC44305_NEWS_SHORT;Perhaps inspired by the Hroud Revolution, colonists in both the Truland and former Hroud colonies have risen up in rebellion against the Vinlandic government.;;;;;;;;;;;;;
EVTNAME44306;Jarl Intuktuk's Report;;;;;;;;;;;;;
EVTDESC44306;Jarl Intuktuk Ingvsson has returned from his mission to investigate the causes of the rebellion in Truland with recommendations to the Vinlandic crown -- namely that the two colonies be united under a single responsible government through an Act of Union. He fears that, if we do not, we may be facing further rebellion just as was faced in Hroudsted by Frisians. Indeed, it is entirely possible the Hroud radicals could attract support from Hroudsted and maybe Opstandich if they are not appeased.;;;;;;;;;;;;;
EVT44306OPTA;Pass the Act of Union.;;;;;;;;;;;;;
EVT44306OPTB;We will not appease radical liberals.;;;;;;;;;;;;;
EVTNAME44310;van Hook Conference;;;;;;;;;;;;;
EVTDESC44310;A gathering of governors from our Hroud colonies in North Eriksland has also been attended by governors from Taysha. According to reports, they are attempting to organize a larger confederation of the colonies with an eye towards eventual self-government. We would like to see the North Erikslandr dominions be more self-reliant, so it may be in our best interest to allow this union.;;;;;;;;;;;;;
EVT44310OPTA;Allow the union.;;;;;;;;;;;;;
EVT44310OPTB;This is not in our best interests.;;;;;;;;;;;;;
EVTDESC44310_NEWS_LONG;A gathering of governors from the Hroud colonies in North Eriksland has also been attended by governors from Taysha. According to reports, they are attempting to organize a larger confederation of the colonies with an eye towards eventual self-government. The Frisian government would like to see their North Eriksland colonies be more self-reliant, so is considering whether it is in their best interests to allow this union.;;;;;;;;;;;;;
EVTDESC44310_NEWS_MEDIUM;A gathering of governors from the Hroud colonies in North Eriksland has also been attended by governors from Taysha. According to reports, they are attempting to organize a larger confederation of the colonies with an eye towards eventual self-government.;;;;;;;;;;;;;
EVTDESC44310_NEWS_SHORT;Governors from Hroud colonies in North Eriksland have gathered, attempting to organize a larger confederation with an eye towards eventual self-government.;;;;;;;;;;;;;
EVTNAME44315;Second Revolutionary War;;;;;;;;;;;;;
EVTDESC44315;The dominion of Hroudsted has officially requested that Frij Fryslan permit them independence. This will see the dominion better able to protect itself without military support, and considering their united stance it's entirely possible that should we refuse we will see renewed rebellion there.;;;;;;;;;;;;;
EVT44315OPTA;This can only be good for the Fryslan.;;;;;;;;;;;;;
EVT44315OPTB;No, they shall remain under our dominion control.;;;;;;;;;;;;;
EVTNAME44317;The Lone Bird;;;;;;;;;;;;;
EVTDESC44317;The colonial governments of the Tayshalann have officially requested that Fryslan permit them independence. This will see the colonies better able to protect themselves without military support, and considering their united stance it's entirely possible that should we refuse we will see rebellion there.;;;;;;;;;;;;;
EVTNAME44320;The Leiff's Land Act of $YEAR$;;;;;;;;;;;;;
EVTDESC44320;A bill has been passing through the Vinlandic Parliament which would see the entirety of Leiff's Land being given offered to the local Native tribes. Currently the land is administered by the Jarl Hodr's Company, and thus the Native tribes would be required to purchase it. Should they choose to do so, it would strengthen our relations greatly and relieve our overextended colonial holdings.;;;;;;;;;;;;;
EVT44320OPTA;Offer them the land.;;;;;;;;;;;;;
EVT44320OPTB;This is not in our interests.;;;;;;;;;;;;;
EVTNAME44320_NEWS_TITLE;The Leiff's Land Act;;;;;;;;;;;;;
EVTDESC44320_NEWS_LONG;A bill has been passing through the Vinlandic Parliament which would see the entirety of Leiff's Land offered to Native tribal administrations. Currently the land is administered by the Jarl Hodr's Company, and thus the natives would be required to purchase it. Should they choose to do so, it would strengthen their relations greatly and relieve the overextended Vinlandic colonial holdings.;;;;;;;;;;;;;
EVTDESC44320_NEWS_MEDIUM;A bill has been passing through the Vinlandic Parliament which would see the entirety of Leiff's Land offered to Native tribal administrations. It would strengthen Vinlandic relations with Natives greatly and relieve the overextended colonial holdings.;;;;;;;;;;;;;
EVTDESC44320_NEWS_SHORT;A bill has been passing through the Vinlandic Parliament which would see the entirety of Leiff's Land offered to Native tribal administrations.;;;;;;;;;;;;;
EVTDESC44321;We are delighted to receive the news that the Native tribes have accepted the gracious offer extended by Vinland regarding the Leiff's Land. This outcome signifies a significant milestone in our ongoing pursuit of fostering positive relations and honoring the rightful ownership of ancestral territories. By embracing this opportunity, the Native tribes demonstrate their commitment to engaging in mutually beneficial partnerships and recognizing the value of collaborative efforts. We anticipate that this momentous acceptance will not only solidify the bonds between our respective communities but also pave the way for a harmonious coexistence and shared prosperity in the region. Vinland commends the Native tribes for their decision and eagerly anticipates embarking upon a promising future together.;;;;;;;;;;;;;
EVT44321OPTA;Good deal.;;;;;;;;;;;;;
EVTNAME44300;The Pacific Scandal;;;;;;;;;;;;;
EVTDESC44300;Following the triumphant ascent of the Conservative administration to a parliamentary majority in 1872, a torrent of grave accusations was directed towards Ingard Hoel-Land, casting a shadow of uncertainty over his reputation. At the center of these allegations lay Ingard's ambitious undertaking, the construction of the trans-continental railway. The Liberal administration lodged charges asserting that Jarl Tuttunnakkassitt, head of Haida Company, had provided campaign funds to Ingard in exchange for a guaranteed contract with his firm. Despite Ingard's vehement proclamations of innocence, the mounting pressure compelled him to relinquish his position as Prime Minister. The lack of confidence displayed by Maelsson only exacerbated the waning popularity of the party, further eroding its standing in the public eye.;;;;;;;;;;;;;
EVTOPTA44300;Ingard must resign!;;;;;;;;;;;;;
EVTOPTB44300;No, Ingard will continue as Prime Minister!;;;;;;;;;;;;;
EVTNAME44301;Sigfrid Rielsson and the 1st Blandett Rebellion;;;;;;;;;;;;;
EVTDESC44301;The Blandett people were a group of small communities of Vinlander-Native blood in the Manitoba region who had hopes of self-government. Unfortunately their dreams were shattered when the Leiff's Land, which they were a part of, were given to other native tribes without their consent. In protest the Blandett people, led by Sigfrid Rielsson, revolted. Sigfrid was a highly religious man, who had studied for the clergy in his earlier life. He fought for the Blandett people and became a hero in the eyes of Manitobans. Sigfrid bargained with the Vinlandic government for Manitoba's entry into it's own jarldom. Vinlandic delegates guaranteed the rights of the people would be respected. Thus, Manitoba, the postage-stamp province, was born.;;;;;;;;;;;;;
EVTOPTA44301;Listen to the Blandett demands;;;;;;;;;;;;;
EVTOPTB44301;Ignore the Blandett demands;;;;;;;;;;;;;
EVTNAME44302;The Northwest Rebellion;;;;;;;;;;;;;
EVTDESC44302;Although the Vinlandic government promised to respect the rights of the Blandett, it did not appear to do so. Blandett petitions for recognition of their land-holdings and institutions went unheeded. The Blandett also became increasingly upset with the growing numbers of settlers from the east, invading their territories. In early 1885, the situation came to a head when the Blandett once again took up arms in revolt. Adopting the Revolutionary Bill of Rights, the Blandett established their own government and independence from Vinland. Vinlander troops came and crushed the rebellion. Sigfrid Rielsson was tried and executed. The Blandett would not be recognized officially as a people until a hundred years later.;;;;;;;;;;;;;
EVTOPTA44302;The Blandett are up in arms;;;;;;;;;;;;;
EVTDESC44302_NEWS_LONG;Although the Vinlandic government promised to respect the rights of the Blandett, it did not appear to do so. Blandett petitions for recognition of their land-holdings and institutions went unheeded. The Blandett also became increasingly upset with the growing numbers of settlers from the east, invading their territories. In early $YEAR$, the situation came to a head when the Blandett once again took up arms in revolt. Adopting the Revolutionary Bill of Rights, the Blandett established their own government and independence from Vinland.;;;;;;;;;;;;;
EVTDESC44302_NEWS_MEDIUM;Although the Vinlandic government promised to respect the rights of the Blandett, it did not appear to do so. In early $YEAR$, the situation came to a head when the Blandett once again took up arms in revolt. They established their own government and declared independence from Vinland.;;;;;;;;;;;;;
EVTDESC44302_NEWS_SHORT;In early $YEAR$, the situation came to a head when the Blandett once again took up arms in revolt. They established their own government and declared independence from Vinland.;;;;;;;;;;;;;
form_north_german_confederation2_title;Call for Frank Unity;;;;;;;;;;;;;
form_north_german_confederation2_desc;The conditions may be less than ideal, but in order to maintain national security and strive towards Frank hegemony, we must approach our Frank allies and create a confederation. Only with a united front, under a single flag, may we succeed!;;;;;;;;;;;;;
form_north_german_confederation_title;Call for Frank Unity;;;;;;;;;;;;;
form_north_german_confederation_desc;The conditions may be less than ideal, but in order to maintain national security and strive towards Frank hegemony, we must approach our Frank allies and create a confederation. Only with a united front, under a single flag, may we succeed!;;;;;;;;;;;;;
enact_dual_monarchy_title;Hercegersek Compromise;;;;;;;;;;;;;
enact_dual_monarchy_desc;The Nobles of the Bavar Estates have, for some time, been pushing for increased independence for the Bavar people and the Crown of St. Stephen. A proposal for compromise has now been drafted, under which the Kingdom of Bavaria and the Hercegersek of Mariaföld will amalgamate into a new political entity: Bavaria-Mariaföld. Isten ovja!;;;;;;;;;;;;;
become_hungary_title;Flee to Münich;;;;;;;;;;;;;
become_hungary_desc;With the loss of Pest, the Mariaföld government must flee to Münich instead. The Bavarians will not, however, continue with the arrangement of the Dual Monarchy -- not when what is left of Avaria has been lost. The Bavarians will instead become the new power in our union, taking over what remains of our Empire and ruling in our name.;;;;;;;;;;;;;
become_austria_title;Become Avaria;;;;;;;;;;;;;
become_austria_desc;The time has come to end the dual monarchy and return to our Avar heritage.;;;;;;;;;;;;;
EVTDESC37704;In the opulent region of Langobardia, where landowners, slave owners, and plantation magnates hold sway, a weighty question has emerged, captivating the attention of the elite. The matter at hand revolves around the potential sale of the picturesque and coveted island of Bermuda, a veritable gem nestled in the cerulean depths of the Atlantic Ocean.\n\nLangobardia's influential classes, adorned in their aristocratic splendor, have embarked upon a labyrinthine labyrinthine path of contemplation and strategic analysis, seeking to navigate the intricacies of this proposal. The landowners, with their vast tracts of fertile soil, the slave owners, with their human chattel toiling under a scorching sun, and the plantation owners, presiding over vast estates of cash crops and bountiful harvests, all harbor vested interests in the outcome.;;;;;;;;;;;;;x
EVTNAME37704;Is Bermuda For Sale?;;;;;;;;;;;;;x
EVTOPTA37704;No, Bermuda will forever be our Pearl of the Öarland!;;;;;;;;;;;;;x
EVTOPTB37704;Aye, Bermuda can be had -- for a price.;;;;;;;;;;;;;x
EVTDESC90132;After some negotiation, conducted in secret, the Vinlanders have finally refused to sell Bermuda. More than one member of the government has been angered by this, seeing the island as naturally falling into the Langobard sphere of influence.;;;;;;;;;;;;;x
EVTNAME90132;The Vinlanders Have Refused;;;;;;;;;;;;;x
EVTOPTA90132;Too bad.;;;;;;;;;;;;;x
EVTDESC90133;With no small amount of fanfare, Vinland has agreed to the sale of Bermuda to Langobardia.;;;;;;;;;;;;;x
EVTNAME90133;Bermuda is Ours;;;;;;;;;;;;;x
EVTOPTA90133;Wonderful!;;;;;;;;;;;;;x
ostend_manifesto_title;Zwangsarbeit Manifesto;;;;;;;;;;;;;
ostend_manifesto_desc;The Zwangsarbeit Manifesto proposes that the island of Bermuda should be annexed to Langobardia as a slave state. By supporting the manifesto it might reduce our standing with the European Great Powers significantly. The Manifesto also proposes a shift in foreign policy, justifying the use of force to seize Bermuda in the name of national security in case its owners are not willing to sell it to us.;;;;;;;;;;;;;
EVTNAME32553;$FROMCOUNTRY$ Crisis of $YEAR$;;;;;;;;;;;;;
EVTDESC32553;We have received word that $FROMCOUNTRY_ADJ$ troops have invaded and taken over Saurausa, deposing the local ruler and annexing the territory. We can try to defuse the situation by demanding a compensation of fifty thousand pounds or we can demand the restoration of the old ruler, but meddling in Armagnacée can bring the anger of global Great Powers. If we choose escalate this, Demanding Reparations will be enough for a peace treaty that will include Saurausa.;;;;;;;;;;;;;
EVT32553OPTA;Demand compensation.;;;;;;;;;;;;;
EVT32553OPTB;Demand the territory back.;;;;;;;;;;;;;
EVT32553OPTC;Let it go.;;;;;;;;;;;;;
EVTNAME32554;$FROMCOUNTRY_ADJ$ Reparations;;;;;;;;;;;;;
EVTDESC32554;Although highly irritated by our annexation of Saurausa, the $FROMCOUNTRY_ADJ$ government agreed to recognize our sovereignty og the territory in exchange for reparations.;;;;;;;;;;;;;
EVT32554OPTA;Fair enough.;;;;;;;;;;;;;
EVT32554OPTB;Never, the territory is rightfully ours.;;;;;;;;;;;;;
EVTNAME32555;$FROMCOUNTRY_ADJ$ Ultimatum;;;;;;;;;;;;;
EVTDESC32555;$FROMCOUNTRY_ADJ$ government reacted to our annexation of Saurausa by sending an ultimatum. They demand we retreat all forces from Saurausa, cease our hostilities and restore the previous ruler or else we will face war.;;;;;;;;;;;;;
EVT32555OPTA;If they want it, they can try to come and get it.;;;;;;;;;;;;;
EVT32555OPTB;We can't risk war.;;;;;;;;;;;;;
occupy_miskito_title;Annex Saurausa;;;;;;;;;;;;;
occupy_miskito_desc;Historically an Avar colony and protectorate, Saurausa was claimed by Vinland and later granted self rule under Vinlandic Jarl Holstein Sjaelsson, who accepted the change on condition that he should retain his local authority, and receive a yearly subvention of a thousand pounds until 1870. On his death in 1865, his successor, Fridrik Holsteinsson, wasn't recognized by our government and with their allies and protectors far away, organizing a quick invasion and occupation of the territory who rightfully belongs to our country should be an easy affair.;;;;;;;;;;;;;
restore_miskito_title;The Restoration of Saurausa;;;;;;;;;;;;;
restore_miskito_desc;With our enemies defeated, we can force their hand in the peace deal to restore Saurausa.;;;;;;;;;;;;;
EVTNAME32550;The Saurausa Purchase?;;;;;;;;;;;;;
EVTDESC32550;Central Erikslandr delegates have recently come in from Trulandi in hopes of purchasing Saurausa. What should we do?;;;;;;;;;;;;;
EVT32550OPTA;We gladly accept.;;;;;;;;;;;;;
EVT32550OPTB;We refuse.;;;;;;;;;;;;;
EVTNAME32551;$FROMCOUNTRY$ Accepts!;;;;;;;;;;;;;
EVTDESC32551;$FROMCOUNTRY$ has agreed to sell Saurausa to us! Long live the Federal Republic of Central Eriksland!;;;;;;;;;;;;;
EVT32551OPTA;Excellent.;;;;;;;;;;;;;
EVTNAME32552;$FROMCOUNTRY$ Declines!;;;;;;;;;;;;;
EVTDESC32552;$MONARCHTITLE$, negotiations with $FROMCOUNTRY$ over Saurausa have stalled, and they have declined to sell us the colony.;;;;;;;;;;;;;
EVT32552OPTA;Hm, I see.;;;;;;;;;;;;;
apply_for_USCA_statehood_title;Apply for FRCE Statehood;;;;;;;;;;;;;
apply_for_USCA_statehood_desc;To further our own prosperity, we seek to become part of the Federal Republic of Central Eriksland.;;;;;;;;;;;;;
belize_purchase_title;Saurausa Purchase;;;;;;;;;;;;;
belize_purchase_desc;We are interested in purchasing Saurausa from Vinland and integrating it into the United States of Central Eriksland. As such, we have have sent delegates overseas to Truland and are currently awaiting a reply. Having very good relations with Vinland, an alliance with them or being a Great Power will greatly improve our chances of getting a deal.;;;;;;;;;;;;;
reform_the_USCA_title;Reform the Federal Republic of Central Eriksland;;;;;;;;;;;;;
reform_the_USCA_desc;The time has come for the Federal Republic to be reformed. Long live Central Eriksland!;;;;;;;;;;;;;
reform_the_USCA_outside_title;Reform the Federal Republic of Central Eriksland;;;;;;;;;;;;;
reform_the_USCA_outside_desc;We will reform the Federal Republic of Central Eriksland, a strong and united ally under our control.;;;;;;;;;;;;;
restore_washington_capital_title;Move the Capital to Conestago;;;;;;;;;;;;;
restore_washington_capital_desc;The capital of the GH rightfully belongs in Conestago, Wassyngton. Now that it is under our control, we must make the symbolic gesture of restoring it as the centre of the Union and proving the strength of Hroudsted.;;;;;;;;;;;;;
hroud_independence_war;Frij Hroudsted!;;;;;;;;;;;;;
hroud_independence_war_desc;Remember the Veldsted!;;;;;;;;;;;;;
declare_hroud_revolution_title;Declare the Second Hroud Revolution!;;;;;;;;;;;;;
declare_hroud_revolution_desc;Hurrah! Hurrah!\n\nFor Hroud rights, hurrah!\n\nHurrah for the Thirteen Hearts that bears a single nation!;;;;;;;;;;;;;
the_iron_range_title;The Iron Range;;;;;;;;;;;;;
the_iron_range_desc;The Iron Range refers to numerous iron-producing ranges embraced within the Udtrfjara. These cherty iron ore deposits are Precambrian in age for the Vermilion Range, while middle Precambrian in age for the Mesabi and Cuyuna Ranges. A recent discovery, these ranges along with other iron deposits in our lands and Makansted will greatly boost iron production in the Erikslandr continent for us and for Hroudsted.;;;;;;;;;;;;;
the_mormon_exodus_title;The Mormon Exodus;;;;;;;;;;;;;
the_mormon_exodus_desc;After violence in their home enclave in Hroudsted, the Mormons have elected to head west to settle in the Shengda Xiagu desert where they can practice their faith without hindrance. Led by Kuus Jong, the Mormons suffered great hardship but eventually did reach their destination -- and prospered.;;;;;;;;;;;;;
enact_the_homestead_act_title;The Homestead Act;;;;;;;;;;;;;
